,Grid_id,Season_year,Date,Precipitation,Elevation_Category,SPI-3
318,2,1982,1983-02-28,20.772008,2000_2500m,1.6160786625586967
319,2,1982,1983-03-31,32.573634,2000_2500m,1.5254238111024243
320,2,1982,1983-04-30,13.005616,2000_2500m,0.26009142524062756
321,2,1983,1983-10-31,25.689092,2000_2500m,0.378390055849114
322,2,1983,1983-11-30,32.129647,2000_2500m,0.3679348783467268
323,2,1983,1983-12-31,28.615222,2000_2500m,0.712409824411694
324,2,1983,1984-01-31,77.983675,2000_2500m,1.635226151420988
325,2,1983,1984-02-29,18.015776,2000_2500m,1.4117724339480708
326,2,1983,1984-03-31,14.948084999999999,2000_2500m,1.1796156353096467
327,2,1983,1984-04-30,16.004366,2000_2500m,-0.21261941156578185
328,2,1983,1984-05-31,47.884550000000004,2000_2500m,0.5503647693405448
329,2,1984,1984-10-31,28.118889,2000_2500m,0.8254888999710573
330,2,1984,1984-11-30,45.69972,2000_2500m,1.3637205730898003
331,2,1984,1984-12-31,71.793447,2000_2500m,1.7390597959486056
332,2,1984,1985-01-31,11.347722000000001,2000_2500m,1.4802795357690601
333,2,1984,1985-02-28,25.673355,2000_2500m,1.1417719115827096
334,2,1984,1985-03-31,10.34376,2000_2500m,-0.26166640483865994
335,2,1984,1985-04-30,37.155823,2000_2500m,0.4227580985480677
336,2,1985,1985-10-31,86.680043,2000_2500m,1.5648312692054118
337,2,1985,1985-11-30,38.29731,2000_2500m,1.9764157371628053
338,2,1985,1985-12-31,14.894433,2000_2500m,1.6526903298183726
339,2,1985,1986-01-31,50.022258,2000_2500m,1.0400988951235175
340,2,1985,1986-02-28,56.592599,2000_2500m,1.3604952939121115
341,2,1985,1986-03-31,39.034757,2000_2500m,1.7396178566472524
342,2,1985,1986-04-30,22.263906,2000_2500m,1.299697866777028
343,2,1985,1986-05-31,49.923543,2000_2500m,1.1844550263391036
344,2,1986,1986-10-31,26.343402,2000_2500m,0.9523317315833305
345,2,1986,1986-11-30,80.87024699999999,2000_2500m,1.9062850965345421
346,2,1986,1986-12-31,26.867176,2000_2500m,1.5632858640364302
347,2,1986,1987-01-31,39.58887,2000_2500m,1.7644404060978869
348,2,1986,1987-02-28,18.027784,2000_2500m,0.6717297276544041
349,2,1986,1987-03-31,39.947838000000004,2000_2500m,0.9338892922855073
350,2,1986,1987-04-30,20.279369,2000_2500m,0.5375361453362949
351,2,1987,1987-10-31,0.358152,2000_2500m,0.1136804047744962
352,2,1987,1987-11-30,28.804812,2000_2500m,-0.1983274579133821
